filename,recommender,strategy,config,n_factors,learning_rate,hidden_dims,regularization,epochs,batch_size,precision,recall,ndcg,epc,gini,aggregate_diversity
mlp_5_exclude_seen_f32_lr0p01_hd256-128_reg0p01_ep30_bs2048.csv,mlp,exclude_seen,f32_lr0.01_hd256-128_reg0.01_ep30_bs2048,32,0.01,"(256, 128)",0.01,30,2048,0.0553376906318082,0.0064470330476421,0.0530964977024106,0.9353377830453496,0.5897553662259545,0.2095860566448801
mlp_5_exclude_seen_f64_lr0p005_hd256-128_reg0p1_ep30_bs2048.csv,mlp,exclude_seen,f64_lr0.005_hd256-128_reg0.1_ep30_bs2048,64,0.005,"(256, 128)",0.1,30,2048,0.0522875816993464,0.0060125935911706,0.0491847676357745,0.9346155712196508,0.5900107480029049,0.1633986928104575
mlp_5_exclude_seen_f32_lr0p01_hd256-128_reg0p01_ep30_bs4096.csv,mlp,exclude_seen,f32_lr0.01_hd256-128_reg0.01_ep30_bs4096,32,0.01,"(256, 128)",0.01,30,4096,0.0479302832244008,0.005172995356998,0.0454871010862427,0.9409477470733786,0.5744667375994326,0.2248366013071895
mlp_5_exclude_seen_f64_lr0p005_hd256-128_reg0p01_ep30_bs2048.csv,mlp,exclude_seen,f64_lr0.005_hd256-128_reg0.01_ep30_bs2048,64,0.005,"(256, 128)",0.01,30,2048,0.0457516339869281,0.0044475288285207,0.0417391201842903,0.938608298273946,0.6140154223974013,0.1712418300653594
mlp_5_exclude_seen_f32_lr0p01_hd256-128_reg0p1_ep30_bs4096.csv,mlp,exclude_seen,f32_lr0.01_hd256-128_reg0.1_ep30_bs4096,32,0.01,"(256, 128)",0.1,30,4096,0.044880174291939,0.004532553640753,0.0407363782834038,0.9490944628116358,0.6560017649816607,0.1721132897603486
mlp_5_exclude_seen_f32_lr0p01_hd256-128-64_reg0p1_ep20_bs2048.csv,mlp,exclude_seen,f32_lr0.01_hd256-128-64_reg0.1_ep20_bs2048,32,0.01,"(256, 128, 64)",0.1,20,2048,0.0422657952069716,0.0057490140220299,0.038764658351746,0.9449894533045928,0.690641874644981,0.1320261437908496
mlp_5_exclude_seen_f512_lr0p01_hd256-128-64_reg0p1_ep150_bs4096.csv,mlp,exclude_seen,f512_lr0.01_hd256-128-64_reg0.1_ep150_bs4096,512,0.01,"(256, 128, 64)",0.1,150,4096,0.040958605664488,0.0040860967322244,0.0378734933511506,0.9456016930160775,0.7587458115149894,0.0745098039215686
mlp_5_exclude_seen_f32_lr0p005_hd256-128_reg0p1_ep30_bs2048.csv,mlp,exclude_seen,f32_lr0.005_hd256-128_reg0.1_ep30_bs2048,32,0.005,"(256, 128)",0.1,30,2048,0.0400871459694989,0.0053922817010508,0.0360892435744718,0.9440731730420456,0.634738387333543,0.1629629629629629
mlp_5_exclude_seen_f64_lr0p005_hd256-128_reg0p1_ep30_bs4096.csv,mlp,exclude_seen,f64_lr0.005_hd256-128_reg0.1_ep30_bs4096,64,0.005,"(256, 128)",0.1,30,4096,0.0392156862745098,0.0042809211497825,0.0362507525865798,0.940309631570314,0.6495961605254017,0.1503267973856209
mlp_5_exclude_seen_f512_lr0p01_hd256-128-64_reg0p01_ep200_bs4096.csv,mlp,exclude_seen,f512_lr0.01_hd256-128-64_reg0.01_ep200_bs4096,512,0.01,"(256, 128, 64)",0.01,200,4096,0.0379084967320261,0.0038460335792274,0.0337911754967355,0.9506530171866082,0.708079798368149,0.1111111111111111
mlp_5_exclude_seen_f64_lr0p005_hd256-128_reg0p01_ep30_bs4096.csv,mlp,exclude_seen,f64_lr0.005_hd256-128_reg0.01_ep30_bs4096,64,0.005,"(256, 128)",0.01,30,4096,0.0361655773420479,0.0043199494899199,0.0325548015726122,0.9589198705286286,0.7339471824765944,0.1289760348583878
mlp_5_exclude_seen_f32_lr0p005_hd256-128_reg0p01_ep30_bs4096.csv,mlp,exclude_seen,f32_lr0.005_hd256-128_reg0.01_ep30_bs4096,32,0.005,"(256, 128)",0.01,30,4096,0.0348583877995642,0.0034780817512134,0.0305753950102493,0.9608619411002296,0.6769207507748982,0.1381263616557734
mlp_5_exclude_seen_f32_lr0p005_hd256-128_reg0p01_ep30_bs2048.csv,mlp,exclude_seen,f32_lr0.005_hd256-128_reg0.01_ep30_bs2048,32,0.005,"(256, 128)",0.01,30,2048,0.0326797385620915,0.0037282894051035,0.0281954475849185,0.9555278314931488,0.7128396499780698,0.1320261437908496
mlp_5_exclude_seen_f32_lr0p005_hd256-128_reg0p1_ep30_bs4096.csv,mlp,exclude_seen,f32_lr0.005_hd256-128_reg0.1_ep30_bs4096,32,0.005,"(256, 128)",0.1,30,4096,0.0244008714596949,0.0028466559094803,0.0247285970135682,0.964651820431248,0.7339652359260203,0.1006535947712418
