filename,recommender,strategy,config,n_factors,learning_rate,regularization,epochs,batch_size,n_layers,precision,recall,ndcg,epc,gini,aggregate_diversity
gnn_5_no_filtering_f502_lr0p001_reg0p01_ep50_bs4096_nl3.csv,gnn,no_filtering,f502_lr0.001_reg0.01_ep50_bs4096_nl3,502,0.001,0.01,50,4096,3,0.08223463687150838,0.018554437256605535,0.08226436703525625,0.7254306652369416,0.6855921787709498,0.008938547486033519
gnn_5_no_filtering_f502_lr0p001_reg0p1_ep100_bs2048_nl2.csv,gnn,no_filtering,f502_lr0.001_reg0.1_ep100_bs2048_nl2,502,0.001,0.1,100,2048,2,0.046033519553072624,0.007632581555783783,0.043065313003709665,0.7876232397495218,0.7395484078767618,0.1124022346368715
gnn_5_no_filtering_f502_lr0p001_reg0p1_ep100_bs2048_nl3.csv,gnn,no_filtering,f502_lr0.001_reg0.1_ep100_bs2048_nl3,502,0.001,0.1,100,2048,3,0.08089385474860336,0.01650074591721411,0.08052094281874055,0.7332459700113154,0.804464485235435,0.03128491620111732
gnn_5_no_filtering_f502_lr0p001_reg0p1_ep100_bs4096_nl2.csv,gnn,no_filtering,f502_lr0.001_reg0.1_ep100_bs4096_nl2,502,0.001,0.1,100,4096,2,0.06212290502793297,0.012334461936333238,0.05988333448143995,0.784415362832278,0.8075554248750367,0.06368715083798883
gnn_5_no_filtering_f502_lr0p001_reg0p1_ep100_bs4096_nl3.csv,gnn,no_filtering,f502_lr0.001_reg0.1_ep100_bs4096_nl3,502,0.001,0.1,100,4096,3,0.08960893854748604,0.01937989142783205,0.09267356131572126,0.6926296083461201,0.6974149314372777,0.009832402234636871
gnn_5_no_filtering_f502_lr0p001_reg0p1_ep50_bs2048_nl2.csv,gnn,no_filtering,f502_lr0.001_reg0.1_ep50_bs2048_nl2,502,0.001,0.1,50,2048,2,0.09273743016759776,0.019045838004776612,0.09420046302737131,0.6836247089699462,0.7603168514967065,0.014972067039106146
gnn_5_no_filtering_f502_lr0p001_reg0p1_ep50_bs2048_nl3.csv,gnn,no_filtering,f502_lr0.001_reg0.1_ep50_bs2048_nl3,502,0.001,0.1,50,2048,3,0.09631284916201117,0.02213265519493379,0.10040087415320306,0.6587273470500068,0.6465921787709497,0.0067039106145251395
gnn_5_no_filtering_f502_lr0p001_reg0p1_ep50_bs4096_nl2.csv,gnn,no_filtering,f502_lr0.001_reg0.1_ep50_bs4096_nl2,502,0.001,0.1,50,4096,2,0.0663687150837989,0.014661845671177688,0.06408704423304996,0.7724466667061619,0.8147035185729687,0.02547486033519553
gnn_5_no_filtering_f502_lr0p001_reg0p1_ep50_bs4096_nl3.csv,gnn,no_filtering,f502_lr0.001_reg0.1_ep50_bs4096_nl3,502,0.001,0.1,50,4096,3,0.10681564245810055,0.023650414452033367,0.10879111706860323,0.631115955852296,0.6192897047086989,0.006256983240223463
gnn_5_no_filtering_f502_lr0p005_reg0p01_ep100_bs2048_nl2.csv,gnn,no_filtering,f502_lr0.005_reg0.01_ep100_bs2048_nl2,502,0.005,0.01,100,2048,2,0.062122905027932954,0.011952714124803485,0.05782602785103487,0.7542276225288365,0.789795386777256,0.07284916201117318
